[Header]	
System	TOC_TNb Standard	
S/W Version	1.00	
User		
Date/Time	3/10/2025 11:12:46 AM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Comments	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Mean Area	Conc.	Mean Conc.	Result	Mean Result	Rem.	SD Area	CV Area	SD Conc	CV Conc	Vial	Excluded	Inj. Vol.	Auto. Dil.	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2025_02_10_11_09_16.cal	1.00			3/7/2025 3:21:01 PM	1	2	NPOC	0.1993	0.5656	0.05568	0.1580	NPOC:0.1580mg/L TN:0.06833mg/L	NPOC:0.1580mg/L TN:0.06833mg/L	*******	0.04394	7.77	0.01228	7.77	2	1	50	1.000	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2025_02_10_11_09_16.cal	1.00			3/7/2025 3:23:15 PM	1	3	NPOC	0.3471	0.5656	0.09696	0.1580	NPOC:0.1580mg/L TN:0.06833mg/L	NPOC:0.1580mg/L TN:0.06833mg/L	*******	0.04394	7.77	0.01228	7.77	2	1	50	1.000	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2025_02_10_11_09_16.cal	1.00			3/7/2025 3:25:28 PM	1	4	NPOC	0.6159	0.5656	0.1721	0.1580	NPOC:0.1580mg/L TN:0.06833mg/L	NPOC:0.1580mg/L TN:0.06833mg/L	*******	0.04394	7.77	0.01228	7.77	2	0	50	1.000	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2025_02_10_11_09_16.cal	1.00			3/7/2025 3:28:02 PM	1	5	NPOC	0.5345	0.5656	0.1493	0.1580	NPOC:0.1580mg/L TN:0.06833mg/L	NPOC:0.1580mg/L TN:0.06833mg/L	*******	0.04394	7.77	0.01228	7.77	2	0	50	1.000	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2022_09_28_18_57_43.cal	1.00			3/7/2025 3:18:54 PM	1	1	TN	0.1038	0.7085	0.00615	0.06833	NPOC:0.1580mg/L TN:0.06833mg/L	NPOC:0.1580mg/L TN:0.06833mg/L	*******	0.1914	27.02	0.01968	28.81	2	1	50	1.000	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2022_09_28_18_57_43.cal	1.00			3/7/2025 3:21:01 PM	1	2	TN	0.000	0.7085	-0.00453	0.06833	NPOC:0.1580mg/L TN:0.06833mg/L	NPOC:0.1580mg/L TN:0.06833mg/L	*******	0.1914	27.02	0.01968	28.81	2	1	50	1.000	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2022_09_28_18_57_43.cal	1.00			3/7/2025 3:23:15 PM	1	3	TN	0.5636	0.7085	0.05343	0.06833	NPOC:0.1580mg/L TN:0.06833mg/L	NPOC:0.1580mg/L TN:0.06833mg/L	*******	0.1914	27.02	0.01968	28.81	2	0	50	1.000	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2022_09_28_18_57_43.cal	1.00			3/7/2025 3:25:28 PM	1	4	TN	0.6364	0.7085	0.06091	0.06833	NPOC:0.1580mg/L TN:0.06833mg/L	NPOC:0.1580mg/L TN:0.06833mg/L	*******	0.1914	27.02	0.01968	28.81	2	0	50	1.000	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2022_09_28_18_57_43.cal	1.00			3/7/2025 3:28:02 PM	1	5	TN	0.9255	0.7085	0.09064	0.06833	NPOC:0.1580mg/L TN:0.06833mg/L	NPOC:0.1580mg/L TN:0.06833mg/L	*******	0.1914	27.02	0.01968	28.81	2	0	50	1.000	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2025_02_10_11_09_16.cal	1.00			3/7/2025 3:35:54 PM	1	1	NPOC	0.9640	0.8672	0.2693	0.2423	NPOC:0.2423mg/L TN:0.05145mg/L	NPOC:0.2423mg/L TN:0.05145mg/L	*******	0.1190	13.73	0.03325	13.73	3	0	50	1.000	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2025_02_10_11_09_16.cal	1.00			3/7/2025 3:38:04 PM	1	2	NPOC	0.7343	0.8672	0.2051	0.2423	NPOC:0.2423mg/L TN:0.05145mg/L	NPOC:0.2423mg/L TN:0.05145mg/L	*******	0.1190	13.73	0.03325	13.73	3	0	50	1.000	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2025_02_10_11_09_16.cal	1.00			3/7/2025 3:40:22 PM	1	3	NPOC	0.4810	0.8672	0.1344	0.2423	NPOC:0.2423mg/L TN:0.05145mg/L	NPOC:0.2423mg/L TN:0.05145mg/L	*******	0.1190	13.73	0.03325	13.73	3	1	50	1.000	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2025_02_10_11_09_16.cal	1.00			3/7/2025 3:42:50 PM	1	4	NPOC	0.5670	0.8672	0.1584	0.2423	NPOC:0.2423mg/L TN:0.05145mg/L	NPOC:0.2423mg/L TN:0.05145mg/L	*******	0.1190	13.73	0.03325	13.73	3	1	50	1.000	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2025_02_10_11_09_16.cal	1.00			3/7/2025 3:45:07 PM	1	5	NPOC	0.9033	0.8672	0.2523	0.2423	NPOC:0.2423mg/L TN:0.05145mg/L	NPOC:0.2423mg/L TN:0.05145mg/L	*******	0.1190	13.73	0.03325	13.73	3	0	50	1.000	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2022_09_28_18_57_43.cal	1.00			3/7/2025 3:35:54 PM	1	1	TN	0.6424	0.5444	0.06153	0.05145	NPOC:0.2423mg/L TN:0.05145mg/L	NPOC:0.2423mg/L TN:0.05145mg/L	*******	0.1139	20.93	0.01171	22.77	3	0	50	1.000	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2022_09_28_18_57_43.cal	1.00			3/7/2025 3:38:04 PM	1	2	TN	0.1687	0.5444	0.01282	0.05145	NPOC:0.2423mg/L TN:0.05145mg/L	NPOC:0.2423mg/L TN:0.05145mg/L	*******	0.1139	20.93	0.01171	22.77	3	1	50	1.000	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2022_09_28_18_57_43.cal	1.00			3/7/2025 3:40:22 PM	1	3	TN	0.2104	0.5444	0.01711	0.05145	NPOC:0.2423mg/L TN:0.05145mg/L	NPOC:0.2423mg/L TN:0.05145mg/L	*******	0.1139	20.93	0.01171	22.77	3	1	50	1.000	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2022_09_28_18_57_43.cal	1.00			3/7/2025 3:42:50 PM	1	4	TN	0.4194	0.5444	0.03860	0.05145	NPOC:0.2423mg/L TN:0.05145mg/L	NPOC:0.2423mg/L TN:0.05145mg/L	*******	0.1139	20.93	0.01171	22.77	3	0	50	1.000	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2022_09_28_18_57_43.cal	1.00			3/7/2025 3:45:07 PM	1	5	TN	0.5714	0.5444	0.05423	0.05145	NPOC:0.2423mg/L TN:0.05145mg/L	NPOC:0.2423mg/L TN:0.05145mg/L	*******	0.1139	20.93	0.01171	22.77	3	0	50	1.000	
Standard	NPOC	cal	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2025_03_07_15_45_07.cal		1.00			3/7/2025 3:52:37 PM	1	1	NPOC	0.5532	0.6565	0.000	 	 	 	*******	0.09813	14.95	0.000	0.00	4	0	50	1.000	
Standard	NPOC	cal	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2025_03_07_15_45_07.cal		1.00			3/7/2025 3:54:44 PM	1	2	NPOC	0.6677	0.6565	0.000	 	 	 	*******	0.09813	14.95	0.000	0.00	4	0	50	1.000	
Standard	NPOC	cal	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2025_03_07_15_45_07.cal		1.00			3/7/2025 3:56:51 PM	1	3	NPOC	0.7485	0.6565	0.000	 	 	 	*******	0.09813	14.95	0.000	0.00	4	0	50	1.000	
Standard	NPOC	cal	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2025_03_07_15_45_07.cal		1.00			3/7/2025 4:04:24 PM	2	1	NPOC	4.431	4.399	1.000	 	 	 	*******	0.02974	0.68	0.000	0.00	5	0	50	1.000	
Standard	NPOC	cal	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2025_03_07_15_45_07.cal		1.00			3/7/2025 4:06:39 PM	2	2	NPOC	4.395	4.399	1.000	 	 	 	*******	0.02974	0.68	0.000	0.00	5	0	50	1.000	
Standard	NPOC	cal	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2025_03_07_15_45_07.cal		1.00			3/7/2025 4:08:47 PM	2	3	NPOC	4.140	4.399	1.000	 	 	 	*******	0.02974	0.68	0.000	0.00	5	1	50	1.000	
Standard	NPOC	cal	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2025_03_07_15_45_07.cal		1.00			3/7/2025 4:10:58 PM	2	4	NPOC	4.372	4.399	1.000	 	 	 	*******	0.02974	0.68	0.000	0.00	5	0	50	1.000	
Standard	NPOC	cal	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2025_03_07_15_45_07.cal		1.00			3/7/2025 4:18:31 PM	3	1	NPOC	17.41	17.38	5.000	 	 	 	*******	0.2810	1.62	0.000	0.00	6	0	50	1.000	
Standard	NPOC	cal	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2025_03_07_15_45_07.cal		1.00			3/7/2025 4:21:03 PM	3	2	NPOC	17.09	17.38	5.000	 	 	 	*******	0.2810	1.62	0.000	0.00	6	0	50	1.000	
Standard	NPOC	cal	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2025_03_07_15_45_07.cal		1.00			3/7/2025 4:23:23 PM	3	3	NPOC	17.65	17.38	5.000	 	 	 	*******	0.2810	1.62	0.000	0.00	6	0	50	1.000	
Standard	NPOC	cal	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2025_03_07_15_45_07.cal		1.00			3/7/2025 4:31:07 PM	4	1	NPOC	34.75	34.56	10.00	 	 	 	*******	0.4187	1.21	0.000	0.00	7	0	50	1.000	
Standard	NPOC	cal	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2025_03_07_15_45_07.cal		1.00			3/7/2025 4:33:41 PM	4	2	NPOC	34.08	34.56	10.00	 	 	 	*******	0.4187	1.21	0.000	0.00	7	0	50	1.000	
Standard	NPOC	cal	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2025_03_07_15_45_07.cal		1.00			3/7/2025 4:36:18 PM	4	3	NPOC	34.85	34.56	10.00	 	 	 	*******	0.4187	1.21	0.000	0.00	7	0	50	1.000	
Standard	NPOC	cal	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2025_03_07_15_45_07.cal		1.00			3/7/2025 4:44:24 PM	5	1	NPOC	177.5	176.6	50.00	 	 	 	*******	3.398	1.92	0.000	0.00	8	0	50	1.000	
Standard	NPOC	cal	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2025_03_07_15_45_07.cal		1.00			3/7/2025 4:47:05 PM	5	2	NPOC	172.8	176.6	50.00	 	 	 	*******	3.398	1.92	0.000	0.00	8	0	50	1.000	
Standard	NPOC	cal	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2025_03_07_15_45_07.cal		1.00			3/7/2025 4:49:53 PM	5	3	NPOC	179.4	176.6	50.00	 	 	 	*******	3.398	1.92	0.000	0.00	8	0	50	1.000	
Standard	NPOC	cal	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2025_03_07_15_45_07.cal		1.00			3/7/2025 4:58:17 PM	6	1	NPOC	352.3	350.2	100.0	 	 	 	*******	3.190	0.91	0.000	0.00	9	0	50	1.000	
Standard	NPOC	cal	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2025_03_07_15_45_07.cal		1.00			3/7/2025 5:01:12 PM	6	2	NPOC	346.5	350.2	100.0	 	 	 	*******	3.190	0.91	0.000	0.00	9	0	50	1.000	
Standard	NPOC	cal	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2025_03_07_15_45_07.cal		1.00			3/7/2025 5:04:04 PM	6	3	NPOC	351.7	350.2	100.0	 	 	 	*******	3.190	0.91	0.000	0.00	9	0	50	1.000	
Standard	TN	TN_0-3mgL_20220610	Untitled	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2025_03_07_17_04_04.cal		1.00			3/7/2025 5:11:48 PM	1	1	TN	0.000	0.06737	0.000	 	 	 	*******	0.06385	94.78	0.000	0.00	10	0	50	1.000	
Standard	TN	TN_0-3mgL_20220610	Untitled	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2025_03_07_17_04_04.cal		1.00			3/7/2025 5:14:50 PM	1	2	TN	0.2401	0.06737	0.000	 	 	 	*******	0.06385	94.78	0.000	0.00	10	1	50	1.000	
Standard	TN	TN_0-3mgL_20220610	Untitled	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2025_03_07_17_04_04.cal		1.00			3/7/2025 5:17:34 PM	1	3	TN	0.1270	0.06737	0.000	 	 	 	*******	0.06385	94.78	0.000	0.00	10	0	50	1.000	
Standard	TN	TN_0-3mgL_20220610	Untitled	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2025_03_07_17_04_04.cal		1.00			3/7/2025 5:20:18 PM	1	4	TN	0.07510	0.06737	0.000	 	 	 	*******	0.06385	94.78	0.000	0.00	10	0	50	1.000	
Standard	TN	TN_0-3mgL_20220610	Untitled	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2025_03_07_17_04_04.cal		1.00			3/7/2025 5:27:06 PM	2	1	TN	1.241	1.047	0.1000	 	 	 	*******	0.06643	6.34	0.000	0.00	11	1	50	1.000	
Standard	TN	TN_0-3mgL_20220610	Untitled	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2025_03_07_17_04_04.cal		1.00			3/7/2025 5:30:21 PM	2	2	TN	0.9898	1.047	0.1000	 	 	 	*******	0.06643	6.34	0.000	0.00	11	0	50	1.000	
Standard	TN	TN_0-3mgL_20220610	Untitled	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2025_03_07_17_04_04.cal		1.00			3/7/2025 5:33:05 PM	2	3	TN	1.120	1.047	0.1000	 	 	 	*******	0.06643	6.34	0.000	0.00	11	0	50	1.000	
Standard	TN	TN_0-3mgL_20220610	Untitled	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2025_03_07_17_04_04.cal		1.00			3/7/2025 5:35:49 PM	2	4	TN	1.032	1.047	0.1000	 	 	 	*******	0.06643	6.34	0.000	0.00	11	0	50	1.000	
Standard	TN	TN_0-3mgL_20220610	Untitled	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2025_03_07_17_04_04.cal		1.00			3/7/2025 5:42:19 PM	3	1	TN	1.816	2.233	0.2000	 	 	 	*******	0.06253	2.80	0.000	0.00	12	1	50	1.000	
Standard	TN	TN_0-3mgL_20220610	Untitled	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2025_03_07_17_04_04.cal		1.00			3/7/2025 5:45:03 PM	3	2	TN	1.994	2.233	0.2000	 	 	 	*******	0.06253	2.80	0.000	0.00	12	1	50	1.000	
Standard	TN	TN_0-3mgL_20220610	Untitled	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2025_03_07_17_04_04.cal		1.00			3/7/2025 5:47:47 PM	3	3	TN	2.172	2.233	0.2000	 	 	 	*******	0.06253	2.80	0.000	0.00	12	0	50	1.000	
Standard	TN	TN_0-3mgL_20220610	Untitled	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2025_03_07_17_04_04.cal		1.00			3/7/2025 5:50:56 PM	3	4	TN	2.297	2.233	0.2000	 	 	 	*******	0.06253	2.80	0.000	0.00	12	0	50	1.000	
Standard	TN	TN_0-3mgL_20220610	Untitled	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2025_03_07_17_04_04.cal		1.00			3/7/2025 5:53:40 PM	3	5	TN	2.231	2.233	0.2000	 	 	 	*******	0.06253	2.80	0.000	0.00	12	0	50	1.000	
Standard	TN	TN_0-3mgL_20220610	Untitled	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2025_03_07_17_04_04.cal		1.00			3/7/2025 6:00:08 PM	4	1	TN	2.814	2.912	0.2500	 	 	 	*******	0.08727	3.00	0.000	0.00	13	0	50	1.000	
Standard	TN	TN_0-3mgL_20220610	Untitled	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2025_03_07_17_04_04.cal		1.00			3/7/2025 6:03:16 PM	4	2	TN	2.982	2.912	0.2500	 	 	 	*******	0.08727	3.00	0.000	0.00	13	0	50	1.000	
Standard	TN	TN_0-3mgL_20220610	Untitled	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2025_03_07_17_04_04.cal		1.00			3/7/2025 6:06:00 PM	4	3	TN	2.427	2.912	0.2500	 	 	 	*******	0.08727	3.00	0.000	0.00	13	1	50	1.000	
Standard	TN	TN_0-3mgL_20220610	Untitled	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2025_03_07_17_04_04.cal		1.00			3/7/2025 6:08:44 PM	4	4	TN	2.500	2.912	0.2500	 	 	 	*******	0.08727	3.00	0.000	0.00	13	1	50	1.000	
Standard	TN	TN_0-3mgL_20220610	Untitled	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2025_03_07_17_04_04.cal		1.00			3/7/2025 6:11:28 PM	4	5	TN	2.939	2.912	0.2500	 	 	 	*******	0.08727	3.00	0.000	0.00	13	0	50	1.000	
Standard	TN	TN_0-3mgL_20220610	Untitled	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2025_03_07_17_04_04.cal		1.00			3/7/2025 6:17:56 PM	5	1	TN	4.895	4.942	0.5000	 	 	 	*******	0.07267	1.47	0.000	0.00	14	0	50	1.000	
Standard	TN	TN_0-3mgL_20220610	Untitled	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2025_03_07_17_04_04.cal		1.00			3/7/2025 6:20:40 PM	5	2	TN	5.026	4.942	0.5000	 	 	 	*******	0.07267	1.47	0.000	0.00	14	0	50	1.000	
Standard	TN	TN_0-3mgL_20220610	Untitled	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2025_03_07_17_04_04.cal		1.00			3/7/2025 6:23:24 PM	5	3	TN	4.906	4.942	0.5000	 	 	 	*******	0.07267	1.47	0.000	0.00	14	0	50	1.000	
Standard	TN	TN_0-3mgL_20220610	Untitled	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2025_03_07_17_04_04.cal		1.00			3/7/2025 6:30:09 PM	6	1	TN	10.06	9.995	1.000	 	 	 	*******	0.06712	0.67	0.000	0.00	15	0	50	1.000	
Standard	TN	TN_0-3mgL_20220610	Untitled	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2025_03_07_17_04_04.cal		1.00			3/7/2025 6:32:54 PM	6	2	TN	9.926	9.995	1.000	 	 	 	*******	0.06712	0.67	0.000	0.00	15	0	50	1.000	
Standard	TN	TN_0-3mgL_20220610	Untitled	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2025_03_07_17_04_04.cal		1.00			3/7/2025 6:35:38 PM	6	3	TN	10.00	9.995	1.000	 	 	 	*******	0.06712	0.67	0.000	0.00	15	0	50	1.000	
Standard	TN	TN_0-3mgL_20220610	Untitled	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2025_03_07_17_04_04.cal		1.00			3/7/2025 6:42:12 PM	7	1	TN	15.57	15.51	1.500	 	 	 	*******	0.09292	0.60	0.000	0.00	16	0	50	1.000	
